method,classifier,rep,auroc_full,auroc_red,aurc_full,aurc_red,tag,auroc_penalty,aurc_penalty,kept_features,k_aggr
l1_logistic,logistic,2,0.9242086038961039,0.7594358766233766,0.07208779276753721,0.20659738594857052,arcene_keep5000,0.1647727272727273,0.1345095931810333,5000,25
l1_logistic,logistic,3,0.9249188311688311,0.7340706168831169,0.0656701185258578,0.2501311310782026,arcene_keep5000,0.1908482142857142,0.18446101255234482,5000,25
l1_logistic,logistic,4,0.924411525974026,0.6990665584415584,0.06963505763338856,0.24113745571757023,arcene_keep5000,0.22534496753246758,0.17150239808418166,5000,25
l1_logistic,logistic,5,0.922077922077922,0.7403612012987012,0.05471084990341542,0.20373360091806114,arcene_keep5000,0.18171672077922085,0.14902275101464574,5000,25
l1_logistic,logistic,6,0.9101055194805195,0.7348823051948052,0.07861283157663106,0.23634824848376862,arcene_keep5000,0.1752232142857143,0.15773541690713755,5000,25
l1_logistic,logistic,7,0.9222808441558441,0.7310267857142857,0.07279304006903674,0.22868312149862668,arcene_keep5000,0.1912540584415584,0.15589008142958993,5000,25
l1_logistic,logistic,8,0.9333400974025974,0.7468547077922079,0.062478012175364486,0.2105622635884874,arcene_keep5000,0.18648538961038952,0.14808425141312292,5000,25
l1_logistic,logistic,9,0.919237012987013,0.7191558441558442,0.07698398626901863,0.27006601260383556,arcene_keep5000,0.20008116883116878,0.19308202633481691,5000,25
l1_logistic,logistic,10,0.921875,0.739448051948052,0.06031699250928805,0.2309362347563644,arcene_keep5000,0.18242694805194803,0.17061924224707636,5000,25
l1_logistic,logistic,11,0.9201501623376623,0.742390422077922,0.07493235183435393,0.20305226510620528,arcene_keep5000,0.17775974025974028,0.12811991327185135,5000,25
l1_logistic,logistic,12,0.9300933441558441,0.8079342532467533,0.07565063943409657,0.14859367983460758,arcene_keep5000,0.12215909090909083,0.07294304040051101,5000,25
l1_logistic,logistic,13,0.9069602272727273,0.7230113636363636,0.08554596732276734,0.21946732815845849,arcene_keep5000,0.18394886363636365,0.13392136083569114,5000,25
l1_logistic,logistic,14,0.9069602272727272,0.6841517857142857,0.08169782851186083,0.2691724436707143,arcene_keep5000,0.22280844155844148,0.18747461515885347,5000,25
l1_logistic,logistic,15,0.9189326298701299,0.7643060064935066,0.07550336986256359,0.2052928877402797,arcene_keep5000,0.15462662337662336,0.12978951787771612,5000,25
l1_logistic,logistic,16,0.9406452922077922,0.7824675324675325,0.04076399898453258,0.19229174850170666,arcene_keep5000,0.15817775974025972,0.15152774951717407,5000,25
l1_logistic,logistic,17,0.9188311688311688,0.7180397727272728,0.07767727135024963,0.23703925115910585,arcene_keep5000,0.20079139610389596,0.15936197980885622,5000,25
l1_logistic,logistic,18,0.9094967532467532,0.7838879870129871,0.07497117713205304,0.17916102775560955,arcene_keep5000,0.12560876623376604,0.10418985062355651,5000,25
l1_logistic,logistic,19,0.9257305194805194,0.7402597402597403,0.0697974967194011,0.24188749779361235,arcene_keep5000,0.18547077922077915,0.17209000107421124,5000,25
l1_logistic,logistic,20,0.9219764610389609,0.7415787337662337,0.0799272719726836,0.2211620318080727,arcene_keep5000,0.18039772727272718,0.1412347598353891,5000,25
l1_logistic,logistic,21,0.9136566558441558,0.7412743506493505,0.082278478924562,0.2199993229997429,arcene_keep5000,0.17238230519480524,0.1377208440751809,5000,25
l1_logistic,logistic,22,0.9251217532467533,0.7401582792207791,0.062460863539629166,0.23394626618686676,arcene_keep5000,0.18496347402597413,0.1714854026472376,5000,25
l1_logistic,logistic,23,0.9176136363636364,0.713372564935065,0.07460815110061728,0.2670886328074872,arcene_keep5000,0.2042410714285714,0.1924804817068699,5000,25
l1_logistic,logistic,24,0.9176136363636362,0.6935876623376623,0.07511290232409013,0.29680034945320777,arcene_keep5000,0.2240259740259739,0.22168744712911764,5000,25
l1_logistic,logistic,25,0.9278612012987013,0.7771915584415584,0.06817171760318283,0.1771200351337539,arcene_keep5000,0.1506696428571429,0.10894831753057108,5000,25
l1_logistic,logistic,26,0.9022930194805194,0.684456168831169,0.10789624444113265,0.3084593315995533,arcene_keep5000,0.21783685064935043,0.20056308715842064,5000,25
l1_logistic,logistic,27,0.9264407467532467,0.7668425324675325,0.06860732905500141,0.1972582395756676,arcene_keep5000,0.1595982142857142,0.12865091052066618,5000,25
l1_logistic,logistic,28,0.9102069805194806,0.7546672077922078,0.0842605814393014,0.21399868416054274,arcene_keep5000,0.15553977272727282,0.12973810272124134,5000,25
l1_logistic,logistic,29,0.9232954545454546,0.7570008116883117,0.07465854435216193,0.18928717379370785,arcene_keep5000,0.1662946428571429,0.11462862944154592,5000,25
l1_logistic,rf,0,0.9185267857142857,0.7976866883116883,0.0536852977940486,0.16946856760789752,arcene_keep5000,0.12084009740259738,0.11578326981384893,5000,25
