dataset,method,classifier,rep,penalty_margin,penalty_d
ilpd,mutual_info,logistic,19,0.0203798173211994,0.0107054937745072
ilpd,mutual_info,logistic,20,0.0161569802777848,0.0264737419684416
ilpd,mutual_info,logistic,21,0.0196651509162371,0.0308590450675042
ilpd,mutual_info,logistic,22,0.0270500111731952,0.0215639893444757
ilpd,mutual_info,logistic,23,0.0225802158942113,0.0308112662320275
ilpd,mutual_info,logistic,24,0.0133789015974619,0.0202545199264358
ilpd,mutual_info,logistic,25,0.0263895395720616,0.0216025507071824
ilpd,mutual_info,logistic,26,0.0225137565673663,0.0256291599299068
ilpd,mutual_info,logistic,27,0.0191918664762374,-0.0049766536051491
ilpd,mutual_info,logistic,28,0.0225735018243661,0.0033391390072029
ilpd,mutual_info,logistic,29,0.0288670535855908,0.0115004745243484
ilpd,rf_importance,rf,0,0.0616416699685249,-0.0169010817379252
ilpd,rf_importance,rf,1,0.0602175303019136,0.0077368584206767
ilpd,rf_importance,rf,2,0.0656166532890178,-0.019248937672244
ilpd,rf_importance,rf,3,0.0718286786610545,0.003257745375929
ilpd,rf_importance,rf,4,0.0754071843259422,-0.0444243180499981
ilpd,rf_importance,rf,5,0.0682212707193944,-0.0130261021562615
ilpd,rf_importance,rf,6,0.061997901399096,0.0548800001133898
ilpd,rf_importance,rf,7,0.048654957655611,0.0116419773889884
ilpd,rf_importance,rf,8,0.0817410871586212,-0.0157113276483621
ilpd,rf_importance,rf,9,0.0618466117158985,-0.0286954761124963
ilpd,rf_importance,rf,10,0.0556906243121082,-0.0680639162366127
ilpd,rf_importance,rf,11,0.0827078622326928,0.0192020179727011
ilpd,rf_importance,rf,12,0.0821791018648188,0.0036864368824041
ilpd,rf_importance,rf,13,0.0966335514269857,0.071783278110493
ilpd,rf_importance,rf,14,0.0593541842038647,-0.0046462185496976
ilpd,rf_importance,rf,15,0.0430549576345087,-0.0148388446423148
ilpd,rf_importance,rf,16,0.0654381380656261,0.010810009387937
ilpd,rf_importance,rf,17,0.0564287907967552,-0.002388390985253
ilpd,rf_importance,rf,18,0.0640973099305284,-0.0294668421869074
ilpd,rf_importance,rf,19,0.0800330924969666,-0.0001767091118224
ilpd,rf_importance,rf,20,0.0819816966755818,0.0215496093019031
ilpd,rf_importance,rf,21,0.0467273267568148,-0.03319961000521
ilpd,rf_importance,rf,22,0.0392697685901335,-0.0166206383965983
ilpd,rf_importance,rf,23,0.0639422481748114,0.0205046891087223
ilpd,rf_importance,rf,24,0.0758603890097279,-0.0308045872473127
ilpd,rf_importance,rf,25,0.0779002151082151,-0.0372568826232914
ilpd,rf_importance,rf,26,0.067571038446416,-0.0034582959568634
ilpd,rf_importance,rf,27,0.0791532283853277,0.0430406169476637
ilpd,rf_importance,rf,28,0.0643014631262089,-0.0366442452248508
ilpd,rf_importance,rf,29,0.0612806112870255,0.0164632909884505
ilpd,rf_importance,logistic,0,0.0439483242421235,0.0102222614561411
ilpd,rf_importance,logistic,1,0.0292601407125338,-0.0148672731233283
ilpd,rf_importance,logistic,2,0.0389063812178033,0.0312620100500602
ilpd,rf_importance,logistic,3,0.0252383938696718,0.0322575693605673
ilpd,rf_importance,logistic,4,0.0300745657499785,0.0270137184942771
ilpd,rf_importance,logistic,5,0.0356784991782691,0.0317277027797908
ilpd,rf_importance,logistic,6,0.0301775494960376,0.0360484617248611
ilpd,rf_importance,logistic,7,0.0240799687694847,0.0202380940948471
ilpd,rf_importance,logistic,8,0.0410572262113914,0.0172377635548013
ilpd,rf_importance,logistic,9,0.0287904907202048,0.0241257920913302
ilpd,rf_importance,logistic,10,0.0246439085624115,0.0358250311554794
ilpd,rf_importance,logistic,11,0.0304887321652548,0.0362215285045279
ilpd,rf_importance,logistic,12,0.0285424934620234,0.0370094899697366
ilpd,rf_importance,logistic,13,0.042267430691882,0.0325651057495595
ilpd,rf_importance,logistic,14,0.0338595227435738,0.0173355867057412
ilpd,rf_importance,logistic,15,0.0383350143409057,0.0172321525410814
ilpd,rf_importance,logistic,16,0.0306635256959578,0.0242935354242604
ilpd,rf_importance,logistic,17,0.0274745317826338,0.0362868104563471
ilpd,rf_importance,logistic,18,0.0306258073542799,0.038659202106608
ilpd,rf_importance,logistic,19,0.0333326068611696,0.0238352139315775
ilpd,rf_importance,logistic,20,0.0347459397098306,0.0194989600025105
ilpd,rf_importance,logistic,21,0.035720696903769,0.0166674236540411
ilpd,rf_importance,logistic,22,0.033636200628035,0.0154551268851426
ilpd,rf_importance,logistic,23,0.0326124810671148,0.0206653888416477
ilpd,rf_importance,logistic,24,0.0504627594457165,0.0255762113224032
ilpd,rf_importance,logistic,25,0.0376143617011374,0.0210340467293955
ilpd,rf_importance,logistic,26,0.0257744765759536,0.0324603243981757
ilpd,rf_importance,logistic,27,0.0228511850101844,0.0294927027472666
ilpd,rf_importance,logistic,28,0.0370148331439889,0.0502377222623301
ilpd,rf_importance,logistic,29,0.0342911000785694,0.0145367219316879
ilpd,l1_logistic,rf,0,0.0356626941593206,-0.0916572081640514
ilpd,l1_logistic,rf,1,0.0439511192165977,-0.0495972244114247
ilpd,l1_logistic,rf,2,0.049660835709659,-0.099851549726727
ilpd,l1_logistic,rf,3,0.0277325867668547,-0.0693661925040141
ilpd,l1_logistic,rf,4,0.0602484533645282,-0.0463801832173257
ilpd,l1_logistic,rf,5,0.0498142134448789,-0.0995799665771737
ilpd,l1_logistic,rf,6,0.0566574634454307,-0.0547197416411305
ilpd,l1_logistic,rf,7,0.0769268921035672,0.0034241504953914
ilpd,l1_logistic,rf,8,0.036432588777445,-0.0751767179846398
ilpd,l1_logistic,rf,9,0.0342226335603074,-0.0904840781692102
ilpd,l1_logistic,rf,10,0.0489654633271004,-0.0467607231592614
ilpd,l1_logistic,rf,11,0.0444622250397209,-0.0164324247886855
ilpd,l1_logistic,rf,12,0.0621629174320505,0.0319684695256943
ilpd,l1_logistic,rf,13,0.0639824548311377,-0.0487989282926944
ilpd,l1_logistic,rf,14,0.072509359532551,-0.0682342315319819
ilpd,l1_logistic,rf,15,0.0321763485290084,-0.0601523647057125
ilpd,l1_logistic,rf,16,0.0350792404373329,-0.0394227414023352
ilpd,l1_logistic,rf,17,0.0698541250197239,-0.0713685241488191
ilpd,l1_logistic,rf,18,0.0386114496634827,-0.0601993179815373
ilpd,l1_logistic,rf,19,0.0672671473808294,-0.0150188657002199
ilpd,l1_logistic,rf,20,0.0534918330737262,-0.0226122850054494
ilpd,l1_logistic,rf,21,0.0366332916431611,-0.1039000589166255
ilpd,l1_logistic,rf,22,0.0506855250299632,-0.071457563988071
ilpd,l1_logistic,rf,23,0.0587560310734417,-0.0258567430653094
ilpd,l1_logistic,rf,24,0.0624733480276399,0.0078141864322306
ilpd,l1_logistic,rf,25,0.0185656583333933,-0.0988477361720076
ilpd,l1_logistic,rf,26,0.0418830056122156,-0.0644400939910963
ilpd,l1_logistic,rf,27,0.060469685555308,-0.014780001068998
ilpd,l1_logistic,rf,28,0.0964268813807717,0.023674373664679
ilpd,l1_logistic,rf,29,0.0466127149794723,-0.0470538579397141
ilpd,l1_logistic,logistic,0,0.006318868059507,0.0242226107399841
ilpd,l1_logistic,logistic,1,0.0093360758276914,0.0354202805930516
ilpd,l1_logistic,logistic,2,0.0046039635244772,0.0283958031364601
ilpd,l1_logistic,logistic,3,0.0084533973909197,0.0212485169576147
ilpd,l1_logistic,logistic,4,0.0089510898158639,0.027854098119114
ilpd,l1_logistic,logistic,5,0.0081338193446107,0.0313454021422928
ilpd,l1_logistic,logistic,6,0.0168647997984246,0.0312701389806981
ilpd,l1_logistic,logistic,7,0.0082913735066292,0.0169472356346221
ilpd,l1_logistic,logistic,8,0.0023641502771205,0.0020509755943018
ilpd,l1_logistic,logistic,9,0.0105268111201763,0.0366832881725396
ilpd,l1_logistic,logistic,10,0.0068709352568368,0.0385447708218551
ilpd,l1_logistic,logistic,11,0.0117338521604325,0.0211373190411957
ilpd,l1_logistic,logistic,12,0.0059228931602064,0.0189358307757395
ilpd,l1_logistic,logistic,13,0.0089707199914431,0.0462540953675141
ilpd,l1_logistic,logistic,14,0.0066724293796376,0.0268335033340895
ilpd,l1_logistic,logistic,15,0.0088784693889975,0.0241276272713655
ilpd,l1_logistic,logistic,16,0.0083476078066978,0.0207738168411579
ilpd,l1_logistic,logistic,17,0.00687014804504,0.0122336093076365
ilpd,l1_logistic,logistic,18,0.0049930801564714,0.0229828354201743
ilpd,l1_logistic,logistic,19,0.0082577630470471,0.0115558848578215
ilpd,l1_logistic,logistic,20,0.0075316440562156,0.0261852184273541
ilpd,l1_logistic,logistic,21,0.0098381252141018,0.0272658470140296
ilpd,l1_logistic,logistic,22,0.008911613376958,0.0410697624290963
ilpd,l1_logistic,logistic,23,0.0074510486632049,0.0302066339483864
ilpd,l1_logistic,logistic,24,0.0094456693882754,0.0300829711871867
ilpd,l1_logistic,logistic,25,0.008708564634835,0.0329005281562714
ilpd,l1_logistic,logistic,26,0.0072021736343151,0.0252504601809743
ilpd,l1_logistic,logistic,27,0.0085864881126468,0.022060110973412
ilpd,l1_logistic,logistic,28,0.0069061690002386,0.0297326292645683
ilpd,l1_logistic,logistic,29,0.0049533837435019,0.0286643839242279
heartfailure,mutual_info,rf,0,0.0161504960689086,0.024056365968886
heartfailure,mutual_info,rf,1,0.0089532359797251,0.0245526971323065
heartfailure,mutual_info,rf,2,0.0035823552919812,0.0301907915207456
heartfailure,mutual_info,rf,3,0.0248990029528494,0.0112855524850764
heartfailure,mutual_info,rf,4,0.0056434773172231,0.0051520183392928
heartfailure,mutual_info,rf,5,0.0231920738896651,0.0441865708494767
heartfailure,mutual_info,rf,6,0.0290037841609606,0.0202394878198693
heartfailure,mutual_info,rf,7,0.0064094933567343,0.0100367909342663
heartfailure,mutual_info,rf,8,0.012698832188343,0.0118453264457902
heartfailure,mutual_info,rf,9,0.0372826408064832,0.0445503003223716
heartfailure,mutual_info,rf,10,0.0507568427681411,0.0385371220994341
heartfailure,mutual_info,rf,11,0.0369149308776405,0.0418763159480093
heartfailure,mutual_info,rf,12,0.0549448533080439,-0.0007062154693138
heartfailure,mutual_info,rf,13,-0.0023053567025477,0.0095945843518988
heartfailure,mutual_info,rf,14,0.02185184853279,0.0250865465270977
heartfailure,mutual_info,rf,15,0.0034310853067015,0.0382868337601368
heartfailure,mutual_info,rf,16,0.0327999021571609,-0.0085855855028273
heartfailure,mutual_info,rf,17,0.0079270872995016,0.022875185168153
heartfailure,mutual_info,rf,18,0.0014965831873664,-0.0080379721971242
heartfailure,mutual_info,rf,19,0.0123053832718727,-0.0075009754227173
heartfailure,mutual_info,rf,20,0.0338566301569873,0.0238434073714273
heartfailure,mutual_info,rf,21,-0.0026671243887519,0.0030114669808095
heartfailure,mutual_info,rf,22,0.0200261774133118,-0.004520612274655
heartfailure,mutual_info,rf,23,0.0050716198313145,0.008891086907376
heartfailure,mutual_info,rf,24,0.0336101493687062,0.0490720193364614
heartfailure,mutual_info,rf,25,0.0212403743184558,0.0214250093113068
heartfailure,mutual_info,rf,26,0.0185031782613867,0.0275826513531654
heartfailure,mutual_info,rf,27,-0.0023478381516916,0.0164597387984995
heartfailure,mutual_info,rf,28,0.0143258253101035,-0.014159558540459
heartfailure,mutual_info,rf,29,0.0117394288723386,0.0039103958023047
heartfailure,mutual_info,logistic,0,0.0300174356640796,0.0148141073850105
heartfailure,mutual_info,logistic,1,0.0112191652379665,-0.0036909403515542
heartfailure,mutual_info,logistic,2,0.0065730588140035,0.0024246458467964
heartfailure,mutual_info,logistic,3,-0.0012681485898011,0.0195053593760152
heartfailure,mutual_info,logistic,4,0.0089204048010927,0.0133335096097034
heartfailure,mutual_info,logistic,5,0.0027455534498236,0.0139626735647458
heartfailure,mutual_info,logistic,6,-0.0031429812948476,0.0064001728832798
heartfailure,mutual_info,logistic,7,0.0124793474709234,0.0104718117211908
heartfailure,mutual_info,logistic,8,0.0148220810326376,-0.0008872313349588
heartfailure,mutual_info,logistic,9,0.0017858251662203,-0.0073118401361841
heartfailure,mutual_info,logistic,10,0.0010344219116174,0.0106349291444443
heartfailure,mutual_info,logistic,11,0.0115216697659379,0.0102814481553633
heartfailure,mutual_info,logistic,12,0.0174734323548033,0.0029228188095113
heartfailure,mutual_info,logistic,13,0.0112420846121752,0.0079456679813775
heartfailure,mutual_info,logistic,14,0.0060432544152987,0.0133843553055522
heartfailure,mutual_info,logistic,15,0.0174371100728348,-0.0045028596345346
heartfailure,mutual_info,logistic,16,0.0133554463910706,0.0110330904477701
heartfailure,mutual_info,logistic,17,0.0019490936050507,0.0073894341982254
heartfailure,mutual_info,logistic,18,0.016234251395744,0.015360000316816
heartfailure,mutual_info,logistic,19,0.0223659450158685,-0.0010611241829743
heartfailure,mutual_info,logistic,20,0.0106739717154547,-0.0157465113278771
heartfailure,mutual_info,logistic,21,0.013585139116678,0.0083066114696225
heartfailure,mutual_info,logistic,22,0.0005566818319159,-0.0134854056057565
heartfailure,mutual_info,logistic,23,0.0047657467910536,0.0174451516015533
heartfailure,mutual_info,logistic,24,0.0283333467062241,-0.019391685510834
heartfailure,mutual_info,logistic,25,0.0109026208244292,0.015494665470905
heartfailure,mutual_info,logistic,26,0.0028870773485947,0.0415712388731338
heartfailure,mutual_info,logistic,27,0.0032687786030526,0.0139806141161414
heartfailure,mutual_info,logistic,28,0.0178872637682025,0.0108097824975049
heartfailure,mutual_info,logistic,29,0.0132518134042342,0.0043623405490718
heartfailure,rf_importance,rf,0,0.0196485129762775,0.0051739610594707
heartfailure,rf_importance,rf,1,-0.005871573761116,-0.0146129611515489
heartfailure,rf_importance,rf,2,0.0145320395740916,-0.0072462937302263
heartfailure,rf_importance,rf,3,0.0027759062978498,0.006771960998888
heartfailure,rf_importance,rf,4,0.0055829188683873,-0.0098233762682402
heartfailure,rf_importance,rf,5,0.0190994350446768,-0.0037914923954518
heartfailure,rf_importance,rf,6,-0.0064852994421852,-0.0191622018950501
heartfailure,rf_importance,rf,7,-0.0047624101987923,0.0270839951449284
heartfailure,rf_importance,rf,8,0.0061404192390131,-0.0094861329312121
heartfailure,rf_importance,rf,9,0.0160247352161538,0.0231349512145582
heartfailure,rf_importance,rf,10,0.0028380116849634,0.0202660145461583
heartfailure,rf_importance,rf,11,-0.0037135680892833,-0.0060702998797499
heartfailure,rf_importance,rf,12,0.0069346719603842,0.0126778466974735
heartfailure,rf_importance,rf,13,0.0074357090991635,3.666378048702845e-05
heartfailure,rf_importance,rf,14,0.0057900065799775,0.0023991680548869
heartfailure,rf_importance,rf,15,-0.0016218459197837,0.0043953610209196
heartfailure,rf_importance,rf,16,0.0331103887122203,0.0410484109863287
heartfailure,rf_importance,rf,17,0.0207567474116966,-0.0130116805857984
heartfailure,rf_importance,rf,18,0.0108819073792326,0.013507200655314
heartfailure,rf_importance,rf,19,0.047102811957934,0.0209097361234524
heartfailure,rf_importance,rf,20,0.0021211593214917,0.0205898069737941
heartfailure,rf_importance,rf,21,-0.0027293630796586,0.0073046130432249
heartfailure,rf_importance,rf,22,0.0069786557188084,0.0126715790696202
heartfailure,rf_importance,rf,23,0.0051442213577909,0.0050491583858943
heartfailure,rf_importance,rf,24,0.0013750247230858,0.0002702643728545
heartfailure,rf_importance,rf,25,0.0069633034080179,0.0006454704866178
heartfailure,rf_importance,rf,26,0.0151391309753849,-0.0068191277597915
heartfailure,rf_importance,rf,27,0.0266522683562098,0.0013947599380953
heartfailure,rf_importance,rf,28,-0.0099423589958259,0.009283749927766
heartfailure,rf_importance,rf,29,0.0264094775031125,0.0488597786193372
heartfailure,rf_importance,logistic,0,0.0018874435693158,0.0112836461633879
heartfailure,rf_importance,logistic,1,-0.0005218873057854,0.007803287982826
heartfailure,rf_importance,logistic,2,-0.0035190163405072,0.0138064038165683
heartfailure,rf_importance,logistic,3,-0.0041692377836779,0.0146113369414132
heartfailure,rf_importance,logistic,4,-0.0012772418493299,0.0235120589194434
heartfailure,rf_importance,logistic,5,0.0068816555617315,-0.0060978678055901
heartfailure,rf_importance,logistic,6,0.0024166597008997,0.0292222309180287
heartfailure,rf_importance,logistic,7,-0.0041268988940647,0.0077012484240133
heartfailure,rf_importance,logistic,8,0.0005218344888619,-0.0057538079974319
heartfailure,rf_importance,logistic,9,0.001002159406092,0.0151147171321989
heartfailure,rf_importance,logistic,10,-0.000744235805543,0.0066295786301261
heartfailure,rf_importance,logistic,11,-0.0067248185827069,0.0120807107268275
heartfailure,rf_importance,logistic,12,-0.0023851410930851,0.0135256865336151
heartfailure,rf_importance,logistic,13,0.0010316506051574,0.0095704059777748
heartfailure,rf_importance,logistic,14,0.0001381463131124,0.0050446510694963
heartfailure,rf_importance,logistic,15,0.0187585842233735,0.0111361656922795
heartfailure,rf_importance,logistic,16,-0.0080759957144153,-0.0013892746298835
heartfailure,rf_importance,logistic,17,-0.0039028211527108,0.0213412700780369
heartfailure,rf_importance,logistic,18,0.0099899877313282,-0.0007065487403082
heartfailure,rf_importance,logistic,19,-0.0013746968147906,0.0126238966430576
heartfailure,rf_importance,logistic,20,0.0043688607419924,0.0132090325711843
heartfailure,rf_importance,logistic,21,0.0019234547281369,0.0189741912824679
heartfailure,rf_importance,logistic,22,-0.0018024029023381,0.0184078101938184
heartfailure,rf_importance,logistic,23,-0.0011081194442351,0.0261264839161343
heartfailure,rf_importance,logistic,24,-0.0008834292820859,0.0238641739847082
heartfailure,rf_importance,logistic,25,0.0118275015868214,0.0056024344119389
heartfailure,rf_importance,logistic,26,-0.0050180000015464,0.0091289553330739
heartfailure,rf_importance,logistic,27,-0.0017179855052842,0.0028662351419067
heartfailure,rf_importance,logistic,28,-0.0003222268191563,0.0137460199468844
heartfailure,rf_importance,logistic,29,0.0056376494577108,0.0383158388103776
heartfailure,l1_logistic,rf,0,0.0176580794582498,0.0189669806392716
heartfailure,l1_logistic,rf,1,0.0002278982743645,-0.0063816915240915
heartfailure,l1_logistic,rf,2,0.0052777646700677,-0.0149969515831543
heartfailure,l1_logistic,rf,3,0.00411505660945,0.0205658626324756
heartfailure,l1_logistic,rf,4,0.020014112862527,0.0102601624486331
heartfailure,l1_logistic,rf,5,0.0244579409483633,0.0152212149986437
heartfailure,l1_logistic,rf,6,0.0046561042445785,0.0139744656690506
heartfailure,l1_logistic,rf,7,0.0020251259295465,0.0271179713051428
heartfailure,l1_logistic,rf,8,0.0072912493900829,0.0225823129594947
heartfailure,l1_logistic,rf,9,0.0105395001978827,-0.000545818485698
heartfailure,l1_logistic,rf,10,-0.0081451662662167,-0.0093993264963004
heartfailure,l1_logistic,rf,11,0.0017294665182562,-0.004451428423751
heartfailure,l1_logistic,rf,12,0.0107819121939242,-0.0128905577699949
heartfailure,l1_logistic,rf,13,0.0250141312766249,-0.0159628225607538
heartfailure,l1_logistic,rf,14,0.008006631314128,-0.0288184016583058
heartfailure,l1_logistic,rf,15,0.0296437621145938,-0.0140155709566782
heartfailure,l1_logistic,rf,16,0.0028925394513788,-0.0013337477594119
heartfailure,l1_logistic,rf,17,-0.0016481240719021,-0.0155717259594082
heartfailure,l1_logistic,rf,18,0.0288227717187393,-0.0145777954813807
heartfailure,l1_logistic,rf,19,0.0059706174299612,0.0196483384720361
heartfailure,l1_logistic,rf,20,0.0037473684197046,0.0174398380329755
heartfailure,l1_logistic,rf,21,0.0129192058331726,0.0263789060545613
heartfailure,l1_logistic,rf,22,0.0046366770795161,0.0226956300584193
heartfailure,l1_logistic,rf,23,0.0108450092010354,0.0058743274139411
heartfailure,l1_logistic,rf,24,0.0277164023311716,0.0204979078288668
heartfailure,l1_logistic,rf,25,0.0081736592323189,-0.0122119760114692
heartfailure,l1_logistic,rf,26,-0.000137462781107,0.0340637477641728
heartfailure,l1_logistic,rf,27,0.0106019646300032,0.0162145852936939
heartfailure,l1_logistic,rf,28,0.0003043177677142,0.0085872404608155
heartfailure,l1_logistic,rf,29,0.0014131955703332,0.0235675165354068
heartfailure,l1_logistic,logistic,0,0.011491712473997,0.0171654537022703
heartfailure,l1_logistic,logistic,1,0.0004757026668067,-0.0010943066655763
heartfailure,l1_logistic,logistic,2,-0.0019718374053777,0.0158874407246211
heartfailure,l1_logistic,logistic,3,0.0129033108785602,0.0293552630172557
heartfailure,l1_logistic,logistic,4,-0.0067308242099944,-0.0028733941871113
heartfailure,l1_logistic,logistic,5,0.0067487878198905,0.0194073968480103
heartfailure,l1_logistic,logistic,6,0.0101591294499392,0.0118279958541728
heartfailure,l1_logistic,logistic,7,-0.003102091843384,0.0121638817237687
heartfailure,l1_logistic,logistic,8,0.0157585020473448,0.0251538284684457
heartfailure,l1_logistic,logistic,9,0.0099769792455941,0.0175557748328542
heartfailure,l1_logistic,logistic,10,0.0146403090076565,0.012976997082401
heartfailure,l1_logistic,logistic,11,-0.0024400317565646,0.0046993055256292
heartfailure,l1_logistic,logistic,12,-0.0023257663254318,0.0084029473050946
heartfailure,l1_logistic,logistic,13,0.015208638642972,0.0204874683751919
heartfailure,l1_logistic,logistic,14,0.0141637015514487,0.0142523619909241
heartfailure,l1_logistic,logistic,15,0.0256599902445961,-0.0028451501470588
heartfailure,l1_logistic,logistic,16,0.0127134992173541,0.0074664065685789
heartfailure,l1_logistic,logistic,17,-0.0040047490162854,0.0075892902261894
heartfailure,l1_logistic,logistic,18,-0.0042459308078198,0.0050927887541617
heartfailure,l1_logistic,logistic,19,0.0080108925313469,0.0093424087452699
heartfailure,l1_logistic,logistic,20,-0.0025600212085926,0.0138094348548155
heartfailure,l1_logistic,logistic,21,-0.0006728630481518,0.0080928270897453
heartfailure,l1_logistic,logistic,22,0.0067959515468871,0.0039740673272247
heartfailure,l1_logistic,logistic,23,0.0134711342721063,0.0182452752489158
heartfailure,l1_logistic,logistic,24,0.0077602264379219,0.0032487076030729
heartfailure,l1_logistic,logistic,25,0.008710913444802,0.0178047777912549
heartfailure,l1_logistic,logistic,26,0.0197100921711163,0.0264910891037926
heartfailure,l1_logistic,logistic,27,0.0218316323949311,0.0108396205702863
heartfailure,l1_logistic,logistic,28,0.0154645045818741,0.0156871832088512
heartfailure,l1_logistic,logistic,29,0.0153732264818913,0.0251147597012273
wdbc,mutual_info,rf,0,0.0029781218806347,0.0030870751654232
wdbc,mutual_info,rf,1,0.0036341794348077,0.0071430607203295
wdbc,mutual_info,rf,2,0.0030132943382693,0.0082670605975431
wdbc,mutual_info,rf,3,0.0100558462318402,0.010873795225742
wdbc,mutual_info,rf,4,0.003782223901845,0.0089899367874028
wdbc,mutual_info,rf,5,0.0058081548877074,0.0074803763724581
wdbc,mutual_info,rf,6,0.0100584304613391,0.0101219523147522
wdbc,mutual_info,rf,7,0.002065594844087,0.0150383813055042
wdbc,mutual_info,rf,8,0.0025685946877541,0.0085997457987318
wdbc,mutual_info,rf,9,0.0058413370508607,0.0104584120950382
wdbc,mutual_info,rf,10,0.0018907717518533,0.012240771320737
wdbc,mutual_info,rf,11,0.0024769283257925,0.009512485748949
wdbc,mutual_info,rf,12,0.0027332932060574,0.0058572273910842
wdbc,mutual_info,rf,13,0.0051073535967527,0.0033457032600304
wdbc,mutual_info,rf,14,0.0026976291621933,0.0092425947668391
wdbc,mutual_info,rf,15,0.0011460894999949,0.0112699113711014
wdbc,mutual_info,rf,16,0.0027413934356152,0.0018678238379541
wdbc,mutual_info,rf,17,0.0058515078201083,0.0092804020608589
wdbc,mutual_info,rf,18,0.0060780278798343,0.0007663317275046
wdbc,mutual_info,rf,19,0.0030491978694187,0.0080249020771944
wdbc,mutual_info,rf,20,0.0029058128757051,0.0057986061583498
wdbc,mutual_info,rf,21,0.0059801424685744,0.0135897336046333
wdbc,mutual_info,rf,22,0.0031730446566496,0.0153929512317053
wdbc,mutual_info,rf,23,0.0036109857886165,0.010583117147223
wdbc,mutual_info,rf,24,0.0035826045035445,0.0061865741912057
wdbc,mutual_info,rf,25,0.0058728218243234,0.0156287010229796
wdbc,mutual_info,rf,26,0.0033153451265901,0.0142753025643452
wdbc,mutual_info,rf,27,0.0023055126671131,0.0058321975790644
wdbc,mutual_info,rf,28,0.0065421431834055,0.0115940019934606
wdbc,mutual_info,rf,29,0.0050023110445369,0.0049972949237401
wdbc,mutual_info,logistic,0,0.0036340730222968,0.0208137394507923
wdbc,mutual_info,logistic,1,0.0022283336923094,0.0197203628775721
wdbc,mutual_info,logistic,2,0.0040058305274232,0.0150031101201415
wdbc,mutual_info,logistic,3,0.0030144867651544,0.0237718111914099
wdbc,mutual_info,logistic,4,0.0031472997001722,0.0208978193624737
wdbc,mutual_info,logistic,5,0.0044062098840821,0.0216251068463054
wdbc,mutual_info,logistic,6,0.0043564018004933,0.024475938370042
wdbc,mutual_info,logistic,7,0.0034300328377569,0.0166864204646535
wdbc,mutual_info,logistic,8,0.0028149577506487,0.0159363271099715
wdbc,mutual_info,logistic,9,0.0037343852564738,0.0257776846154433
wdbc,mutual_info,logistic,10,0.0046591592064153,0.0167576042116791
wdbc,mutual_info,logistic,11,0.0031274100257017,0.021037268152195
wdbc,mutual_info,logistic,12,0.0038492189651508,0.0184873166708115
wdbc,mutual_info,logistic,13,0.0040326276431122,0.0209184754301857
wdbc,mutual_info,logistic,14,0.0043651987235849,0.0271102331375811
wdbc,mutual_info,logistic,15,0.0033634173546817,0.0187845498709181
wdbc,mutual_info,logistic,16,0.0043001724454046,0.0119614029310727
wdbc,mutual_info,logistic,17,0.0039606641486301,0.0199978629275171
wdbc,mutual_info,logistic,18,0.0035270995079681,0.0155062860041506
wdbc,mutual_info,logistic,19,0.0038901327444444,0.0161617925634171
wdbc,mutual_info,logistic,20,0.0039244129643965,0.0179866294715503
wdbc,mutual_info,logistic,21,0.0038181533965125,0.0240726375452031
wdbc,mutual_info,logistic,22,0.0030911303105318,0.0146328274637596
wdbc,mutual_info,logistic,23,0.0029674695668476,0.0217758904016876
wdbc,mutual_info,logistic,24,0.0032016513799227,0.0075573263236611
wdbc,mutual_info,logistic,25,0.0039669083203055,0.0140659194479281
wdbc,mutual_info,logistic,26,0.0041001623038609,0.0164688576890107
wdbc,mutual_info,logistic,27,0.0035951205608369,0.0213487630831043
wdbc,mutual_info,logistic,28,0.0028745326202273,0.0172345470302492
wdbc,mutual_info,logistic,29,0.0039009611701916,0.015347318881531
wdbc,rf_importance,rf,0,0.0056202243657639,0.0066748084030902
wdbc,rf_importance,rf,1,0.0030237184724285,0.0137146409098984
wdbc,rf_importance,rf,2,0.0036053897634241,0.0070066630357382
wdbc,rf_importance,rf,3,0.0006855461085673,0.0057537219368373
wdbc,rf_importance,rf,4,0.0010439094288237,0.0107055332718508
wdbc,rf_importance,rf,5,0.0021588374951183,0.0074590605575877
wdbc,rf_importance,rf,6,0.0096940235087076,0.0087765518534471
wdbc,rf_importance,rf,7,0.0060619519560018,0.00641032296294
wdbc,rf_importance,rf,8,0.0027589473984294,0.0113770850825341
wdbc,rf_importance,rf,9,0.0014736427557115,0.005895473280017
wdbc,rf_importance,rf,10,0.0051589444749367,0.010722519714292
wdbc,rf_importance,rf,11,0.0011754512740375,0.0141310950328098
wdbc,rf_importance,rf,12,0.0055325839722882,0.0172013913002452
wdbc,rf_importance,rf,13,-0.0028581271703797,0.0067086297161509
wdbc,rf_importance,rf,14,0.0051715361623604,0.0185483369487317
wdbc,rf_importance,rf,15,0.0022430474454813,0.0119978482966755
wdbc,rf_importance,rf,16,0.0029426438050518,0.0074684598662253
wdbc,rf_importance,rf,17,0.0027952304587047,0.0045896103774875
wdbc,rf_importance,rf,18,0.0023306997436082,0.0074306495086961
wdbc,rf_importance,rf,19,0.001361930867991,0.0070187890686926
wdbc,rf_importance,rf,20,0.0022038499202978,0.0125195951865085
wdbc,rf_importance,rf,21,0.0028757026585209,0.0091268632633226
wdbc,rf_importance,rf,22,-0.0004475536715272,0.007738042096972
