dataset,method,classifier,rep,penalty_margin,penalty_d
cleveland,rf_importance,rf,14,0.1318090102824326,0.0939532689273986
cleveland,rf_importance,rf,15,0.1445182038354558,0.1292378869949824
cleveland,rf_importance,rf,16,0.0910085473738811,0.0830100834048789
cleveland,rf_importance,rf,17,0.0996065504017241,0.0675767215915791
cleveland,rf_importance,rf,18,0.0593350232282738,0.0158157130981118
cleveland,rf_importance,rf,19,0.0645741470968038,0.0211682906357957
cleveland,rf_importance,rf,20,0.1100492601194257,0.1008589664565719
cleveland,rf_importance,rf,21,0.106804805654112,0.0830319571184227
cleveland,rf_importance,rf,22,0.097829533352825,0.0846001253826172
cleveland,rf_importance,rf,23,0.0692957439643678,0.0571914269695686
cleveland,rf_importance,rf,24,0.1028120070779352,0.0683935445922732
cleveland,rf_importance,rf,25,0.1172215673929363,0.0559356668120252
cleveland,rf_importance,rf,26,0.0812777713807496,0.0704286873253722
cleveland,rf_importance,rf,27,0.1138540144961643,0.0649044147781642
cleveland,rf_importance,rf,28,0.08351400986844,0.0416638436344212
cleveland,rf_importance,rf,29,0.0945323753288029,0.0605418733069481
cleveland,rf_importance,logistic,0,0.0635710757491004,0.0371853308583535
cleveland,rf_importance,logistic,1,0.0471879867055919,0.0447058426273842
cleveland,rf_importance,logistic,2,0.0498208352109356,0.0457831706558573
cleveland,rf_importance,logistic,3,0.0706075503573248,0.0212472574187691
cleveland,rf_importance,logistic,4,0.0284637881776848,0.0142361798721036
cleveland,rf_importance,logistic,5,0.0847570969670359,0.0297804614193858
cleveland,rf_importance,logistic,6,0.0810735989548255,0.0558187642438217
cleveland,rf_importance,logistic,7,0.0597383396256996,0.0154895693552257
cleveland,rf_importance,logistic,8,0.0583784697540309,0.0330647183715021
cleveland,rf_importance,logistic,9,0.0664818578294989,0.0364996765142707
cleveland,rf_importance,logistic,10,0.0841490620715977,0.0445716662963937
cleveland,rf_importance,logistic,11,0.0544380095264329,0.0332289981719421
cleveland,rf_importance,logistic,12,0.0627130269318335,0.0255610926641599
cleveland,rf_importance,logistic,13,0.0672780637571946,0.0159027696160912
cleveland,rf_importance,logistic,14,0.0704275168696237,0.0510783448229832
cleveland,rf_importance,logistic,15,0.0543839895376843,0.0169683434783222
cleveland,rf_importance,logistic,16,0.0519380247701481,0.0166728836344133
cleveland,rf_importance,logistic,17,0.0694372089058424,0.0558748282559938
cleveland,rf_importance,logistic,18,0.04199178651779,0.0280920459130318
cleveland,rf_importance,logistic,19,0.0863317088985355,0.0407034069311694
cleveland,rf_importance,logistic,20,0.0582771484736546,0.016592279511601
cleveland,rf_importance,logistic,21,0.0697220829403376,0.0501963601146959
cleveland,rf_importance,logistic,22,0.0717257054990071,0.0274373655144672
cleveland,rf_importance,logistic,23,0.0600064312873206,0.0373512401589973
cleveland,rf_importance,logistic,24,0.1026235854258068,0.042619710999711
cleveland,rf_importance,logistic,25,0.0543288455386709,0.0333228451270465
cleveland,rf_importance,logistic,26,0.0845781096908804,0.0475208379956952
cleveland,rf_importance,logistic,27,0.0729763816091705,0.0371088286345368
cleveland,rf_importance,logistic,28,0.0781396204632846,0.0385008867573731
cleveland,rf_importance,logistic,29,0.0854340225545995,0.0333277998547466
cleveland,l1_logistic,rf,0,0.0303322378591043,-0.002941519017433
cleveland,l1_logistic,rf,1,0.0870256399976,0.0132284595470877
cleveland,l1_logistic,rf,2,0.0684913475828318,-0.0073850685859196
cleveland,l1_logistic,rf,3,0.0402508062735105,0.0051157273730256
cleveland,l1_logistic,rf,4,0.0628799955217224,-0.0180915889395584
