# STATUS: validated  (REPS=30)
# calib_sha256: 1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
# calibration (ECE/Brier) and subgroup gaps vs full-feature baseline; Holm-corrected within (dataset,method,classifier,outcome); 5000-bootstrap paired-diff CI
dataset,method,classifier,calibrate,frac,outcome,mean,ci_lo,ci_hi,n,delta,cohens_d,diff_ci_lo,diff_ci_hi,p_raw,p_holm,material,material_worse,material_better,calib_sha256
bcw,l1_logistic,gb,none,0.25,accuracy,0.9469241773962802,0.9453505007153076,0.9484501669051025,30,-0.013733905579399104,-2.8321596797109603,-0.015450643776824032,-0.012017167381974218,1.7008425382861862e-06,6.803370153144745e-06,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.33,accuracy,0.954840247973295,0.9532665712923223,0.9562708631378158,30,-0.005817835002384375,-1.1236265227096496,-0.007677634716261325,-0.004053409632808776,2.8722218206516167e-05,8.61666546195485e-05,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.5,accuracy,0.9586552217453504,0.9573676680972818,0.9599427753934191,30,-0.0020028612303290374,-0.46648796987027286,-0.0035288507391511457,-0.0005245588936575637,0.032023953153944566,0.06404790630788913,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.75,accuracy,0.9618979494515976,0.9606580829756796,0.9631855030996661,30,0.0012398664759179835,0.28431421059228673,-0.00033500238435863513,0.002765855984740099,0.06673339644250667,0.06673339644250667,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,1.0,accuracy,0.9606580829756797,0.9596089651883644,0.9617548879351454,30,,,,,,,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.25,auroc,0.9765126806670409,0.9755422200680087,0.9774540254096528,30,-0.014719569721019314,-5.442357108544045,-0.01568901864501986,-0.013793494476556324,1.862645149230957e-09,7.450580596923828e-09,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.33,auroc,0.9869009222852381,0.9858769712563494,0.9877774820767421,30,-0.004331328102822433,-1.5812952689114717,-0.005394209745903481,-0.003418853847687068,5.587935447692871e-09,1.6763806343078613e-08,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.5,auroc,0.98997671637464,0.9893814815150364,0.9905394908103667,30,-0.0012555340134205377,-0.8156109759732184,-0.001792216293101813,-0.0007222114008226361,0.00020912662148475647,0.00041825324296951294,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.75,auroc,0.9915809007833685,0.9911310753350608,0.9920174310098026,30,0.0003486503953082254,0.46629813516991064,9.316092578836708e-05,0.0006145925818550766,0.013576939229941094,0.013576939229941094,True,False,True,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,1.0,auroc,0.9912322503880604,0.9907747165799949,0.991655659038335,30,,,,,,,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.25,brier,0.0430830367780253,0.04219583943757316,0.044042392183121476,30,0.009845615372430222,3.742241347031018,0.00890299862577633,0.010809881766112165,1.862645149230957e-09,7.450580596923828e-09,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.33,brier,0.03658396599022497,0.03566934613028807,0.03755060852942191,30,0.003346544584629894,1.2059168277494379,0.002380309104005744,0.004346398309525575,3.1478703022003174e-07,9.443610906600952e-07,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.5,brier,0.034275215179873204,0.033526365977883735,0.03509608715223101,30,0.001037793774278123,0.41812234490485195,0.000175410010112276,0.0019058061689546436,0.04048972204327583,0.04048972204327583,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.75,brier,0.03212643374346143,0.031380244968074,0.032908764919362045,30,-0.0011109876621336497,-0.5562452139036886,-0.0017759819974201916,-0.00040171398711966535,0.0029870010912418365,0.005974002182483673,True,False,True,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,1.0,brier,0.033237421405595075,0.032559211623252246,0.03390627400747396,30,,,,,,,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.25,ece,0.027463602742425774,0.025928654470277944,0.02910848208980073,30,-0.0052107586880678035,-0.977105742961013,-0.007051286993252635,-0.00330872778181103,1.597777009010315e-05,6.39110803604126e-05,True,False,True,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.33,ece,0.031141896372327154,0.029829538928410202,0.032514893644685704,30,-0.0015324650581664166,-0.3908941371116229,-0.002884233714394196,-0.00014638858007173328,0.07324407435953617,0.13332941755652428,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.5,ece,0.03131013661468047,0.0301561847346365,0.032493581716125826,30,-0.0013642248158131037,-0.36993710147055875,-0.002653242181313283,-0.00011508150809777276,0.06666470877826214,0.13332941755652428,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.75,ece,0.030981078870065102,0.029922506716165816,0.03209379694709287,30,-0.0016932825604284733,-0.5881134192361671,-0.002690647018306438,-0.0006960608615515253,0.0037444327026605606,0.011233298107981682,True,False,True,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,1.0,ece,0.03267436143049358,0.03176425314497477,0.03362529954038991,30,,,,,,,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.25,aurc,0.01724816035444849,0.016303283903436112,0.018243615253289814,30,0.013310012159973756,4.905622026243885,0.012380890817448136,0.014294719877966475,1.862645149230957e-09,7.450580596923828e-09,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.33,aurc,0.0075956342102161695,0.006682922659556498,0.008760091395838238,30,0.0036574860157414335,1.2488596028739747,0.002750799654513302,0.004830053023570064,1.862645149230957e-09,7.450580596923828e-09,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.5,aurc,0.004982211842204194,0.004673001045628066,0.005315010701321322,30,0.0010440636477294567,1.1898271181049633,0.0007399320679143449,0.0013531986628559792,1.4193356037139893e-06,2.8386712074279785e-06,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.75,aurc,0.00387026776767132,0.003632933142631117,0.004120710270169512,30,-6.788042680341665e-05,-0.1853573081861833,-0.00019302277180026326,5.9489564869473115e-05,0.39305018074810505,0.39305018074810505,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,1.0,aurc,0.0039381481944747365,0.003719954167673438,0.004172223056668323,30,,,,,,,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.25,net_benefit,0.31220677270002534,0.31141704990930513,0.312944946023615,30,-0.010301117868422463,-4.6808763049473,-0.011090868859716952,-0.009511818358022688,1.862645149230957e-09,7.450580596923828e-09,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.33,net_benefit,0.3182019598922611,0.3172056225256002,0.31910820852963934,30,-0.004305930676186762,-1.607687333463831,-0.005254285999651571,-0.0033990607872973334,1.862645149230957e-09,7.450580596923828e-09,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.5,net_benefit,0.3211001680866346,0.3204747219530807,0.32168822478441983,30,-0.0014077224818132414,-0.6492563636857329,-0.0021806490354212404,-0.0006622375875281174,0.001340603455901146,0.002681206911802292,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.75,net_benefit,0.3230990812746816,0.32239683859128254,0.32379942748900387,30,0.0005911907062337574,0.27154272876458896,-0.00015780324316034183,0.0013610661736721684,0.10039735585451126,0.10039735585451126,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,1.0,net_benefit,0.32250789056844786,0.32194589422266,0.3230840206845157,30,,,,,,,False,False,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
bcw,l1_logistic,gb,none,0.25,conformal_efficiency,0.9307582260371962,0.9291845493562233,0.9324272770624703,30,0.014735336194563664,2.6494180351853323,0.01282784930853597,0.016738197424892718,1.714847401033251e-06,6.859389604133004e-06,True,True,False,1d05f19c68b54cba65d30f45e075ac80298954c3ae03d3a17ac25d6fe18414ec
