classifier,calibrate,confidence,mean_penalty,std,mean_aurc_full,mean_aurc_red,n
gb,isotonic,margin_2p_1,0.02875022249966035,0.0280845552033198,0.08641940928915226,0.11516963178881262,1080
gb,isotonic,margin_abs_p_0.5,0.02875022249966035,0.0280845552033198,0.08641940928915226,0.11516963178881262,1080
gb,isotonic,pred_entropy,0.02893144911657315,0.02812432199577024,0.09786965807338295,0.1268011071899561,1080
gb,none,margin_2p_1,0.02836873018919927,0.027970714867246536,0.08684919521523284,0.1152179254044321,1080
gb,none,margin_abs_p_0.5,0.02836873018919927,0.027970714867246536,0.08684919521523284,0.1152179254044321,1080
gb,none,pred_entropy,0.02836885680794781,0.02797117481737957,0.08684916736166755,0.11521802416961534,1080
gb,sigmoid,margin_2p_1,0.03037477581080584,0.029118756180881722,0.08952239868314024,0.11989717449394609,1080
gb,sigmoid,margin_abs_p_0.5,0.03037477581080584,0.029118756180881722,0.08952239868314024,0.11989717449394609,1080
gb,sigmoid,pred_entropy,0.03037480765319535,0.02911881067725069,0.08952239676633311,0.11989720441952847,1080
