method,budget_type,budget,frac,k_features,n_features,classifier,calibrate,seed,accuracy,auroc,brier,ece,aurc,auroc_gap,ece_gap,net_benefit,net_benefit_gap,conformal_efficiency,conformal_coverage,conformal_coverage_gap,selective_ece,dataset,rep,runtime_s,calib_sha256
l1_logistic,k,k:2,,2,19993,gb,none,2345444754,0.5614973262032086,0.5773195876288659,0.2889507685851615,0.1983889906513524,0.3837385446990077,,,0.2831536481984764,,1.7272727272727273,0.9037433155080212,,0.2414076292500222,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:4,,4,19993,gb,none,2345444754,0.6417112299465241,0.700171821305842,0.2568728575948512,0.1910889655095543,0.2598174746439395,,,0.3227145440686742,,1.625668449197861,0.9037433155080212,,0.2018981726202934,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:8,,8,19993,gb,none,2345444754,0.6363636363636364,0.7025200458190148,0.268050560064524,0.2313942896738777,0.2548910832935842,,,0.3095653807325421,,1.5989304812834224,0.9037433155080212,,0.2518002980252937,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:16,,16,19993,gb,none,2345444754,0.7165775401069518,0.7827033218785796,0.2090252995074035,0.1668275993324463,0.1770929379623483,,,0.3627165900684314,,1.518716577540107,0.9037433155080212,,0.169128370135657,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:32,,32,19993,gb,none,2345444754,0.732620320855615,0.8058419243986255,0.2027557635969421,0.1559156567541875,0.1400583981781724,,,0.3795050342028612,,1.4171122994652403,0.9037433155080212,,0.1617684879430895,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:64,,64,19993,gb,none,2345444754,0.7165775401069518,0.786254295532646,0.2101904949303325,0.1898251872571588,0.1513238608238293,,,0.3814492048190374,,1.427807486631016,0.9037433155080212,,0.1780772138255747,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:128,,128,19993,gb,none,2345444754,0.7165775401069518,0.7827033218785796,0.2081576499722879,0.1787942204833543,0.162370536118227,,,0.3756579973407867,,1.4010695187165776,0.9037433155080212,,0.1613419742318554,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:256,,256,19993,gb,none,2345444754,0.7165775401069518,0.7838487972508592,0.2122670466900224,0.1899180952734412,0.1621238576191233,,,0.3720904063555103,,1.427807486631016,0.9037433155080212,,0.1829311891664443,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,frac,frac:1,1.0,19993,19993,gb,none,3865505444,0.7005347593582888,0.7361970217640321,0.2324313910355853,0.2061048388046178,0.2146265294401058,,,0.3598836020401099,,1.5775401069518715,0.9037433155080212,,0.1902570284620939,smk_can_187,5,63.591,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:1,,1,19993,gb,none,3865505444,0.5508021390374331,0.5375143184421535,0.2766027604798801,0.1520560501809364,0.4446911153075715,,,0.2986677304439311,,1.7540106951871657,0.9037433155080212,,0.1834534552094848,smk_can_187,5,63.591,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
