kept_features,method,classifier,rep,auroc_full,auroc_red,auroc_penalty
256,mutual_info,logistic,22,0.8859577922077922,0.8720576298701298,0.013900162337662447
256,mutual_info,logistic,23,0.8937702922077921,0.8440543831168832,0.04971590909090895
256,mutual_info,logistic,24,0.8734780844155844,0.8832183441558442,-0.009740259740259827
256,mutual_info,logistic,25,0.8666801948051948,0.8421266233766235,0.024553571428571286
256,mutual_info,logistic,26,0.8820008116883117,0.8367491883116883,0.04525162337662336
256,mutual_info,logistic,27,0.9038149350649352,0.8608969155844156,0.04291801948051954
256,mutual_info,logistic,28,0.8729707792207793,0.8577516233766235,0.015219155844155785
256,mutual_info,logistic,29,0.9022930194805195,0.8376623376623377,0.06463068181818188
256,mutual_info,rf,0,0.915432224025974,0.9043222402597403,0.011109983766233733
256,mutual_info,rf,1,0.9211140422077922,0.8955458603896104,0.02556818181818188
256,mutual_info,rf,2,0.9229403409090908,0.9045251623376624,0.01841517857142838
256,mutual_info,rf,3,0.9113737824675325,0.9167512175324675,-0.005377435064934932
256,mutual_info,rf,4,0.8913352272727272,0.8468445616883118,0.04449066558441539
256,mutual_info,rf,5,0.9212155032467533,0.9016842532467533,0.01953125
256,mutual_info,rf,6,0.9203530844155845,0.8617086038961039,0.05864448051948057
256,mutual_info,rf,7,0.928419237012987,0.9008218344155845,0.02759740259740251
256,mutual_info,rf,8,0.8926034902597403,0.8685064935064938,0.024096996753246502
256,mutual_info,rf,9,0.9033076298701298,0.8743405032467533,0.028967126623376527
256,mutual_info,rf,10,0.9341010551948052,0.9029525162337662,0.031148538961039085
256,mutual_info,rf,11,0.9178165584415585,0.8860592532467533,0.03175730519480524
256,mutual_info,rf,12,0.9081777597402597,0.8726663961038962,0.035511363636363535
256,mutual_info,rf,13,0.8924005681818182,0.8671875000000001,0.02521306818181812
256,mutual_info,rf,14,0.8964082792207793,0.8658685064935064,0.030539772727272818
256,mutual_info,rf,15,0.9203023538961039,0.8768262987012987,0.04347605519480524
256,mutual_info,rf,16,0.9045758928571429,0.8900162337662337,0.014559659090909172
256,mutual_info,rf,17,0.9304484577922078,0.8931107954545454,0.037337662337662336
256,mutual_info,rf,18,0.9185267857142858,0.8814427759740261,0.037084009740259716
256,mutual_info,rf,19,0.9032061688311688,0.891994724025974,0.011211444805194759
256,mutual_info,rf,20,0.9082284902597403,0.8853997564935066,0.022828733766233733
256,mutual_info,rf,21,0.9091923701298701,0.8966619318181818,0.012530438311688319
256,mutual_info,rf,22,0.9198457792207793,0.8832183441558442,0.03662743506493504
256,mutual_info,rf,23,0.898336038961039,0.8726663961038962,0.025669642857142794
256,mutual_info,rf,24,0.911424512987013,0.8980823863636364,0.013342126623376638
256,mutual_info,rf,25,0.9053875811688312,0.8824573863636364,0.02293019480519487
256,mutual_info,rf,26,0.9221793831168832,0.8980316558441558,0.024147727272727404
256,mutual_info,rf,27,0.9186282467532467,0.897169237012987,0.021459009740259716
256,mutual_info,rf,28,0.9111201298701299,0.8588676948051948,0.052252435064935154
256,mutual_info,rf,29,0.9057426948051948,0.8968648538961039,0.008877840909090828
256,rf_importance,logistic,0,0.9013798701298701,0.8536931818181818,0.04768668831168832
256,rf_importance,logistic,1,0.9108157467532468,0.8421266233766234,0.06868912337662347
256,rf_importance,logistic,2,0.8885957792207793,0.835836038961039,0.052759740259740284
256,rf_importance,logistic,3,0.9091923701298702,0.8340097402597402,0.07518262987013002
256,rf_importance,logistic,4,0.8847402597402597,0.8423295454545454,0.0424107142857143
256,rf_importance,logistic,5,0.8751014610389611,0.7886566558441559,0.08644480519480524
256,rf_importance,logistic,6,0.8635349025974026,0.8011363636363636,0.062398538961038974
256,rf_importance,logistic,7,0.8698254870129871,0.8147321428571428,0.055093344155844326
256,rf_importance,logistic,8,0.9104099025974027,0.861810064935065,0.048599837662337775
256,rf_importance,logistic,9,0.8753043831168832,0.8328936688311689,0.0424107142857143
256,rf_importance,logistic,10,0.8781452922077922,0.8500405844155845,0.02810470779220775
256,rf_importance,logistic,11,0.9093952922077921,0.8233563311688312,0.08603896103896091
256,rf_importance,logistic,12,0.8756087662337663,0.838372564935065,0.03723620129870131
256,rf_importance,logistic,13,0.9134537337662337,0.8338068181818182,0.0796469155844155
256,rf_importance,logistic,14,0.8859577922077922,0.8700284090909091,0.01592938311688319
256,rf_importance,logistic,15,0.8915381493506492,0.8449675324675325,0.0465706168831167
256,rf_importance,logistic,16,0.885349025974026,0.8459821428571428,0.03936688311688319
256,rf_importance,logistic,17,0.8662743506493508,0.8390827922077924,0.027191558441558406
256,rf_importance,logistic,18,0.8757102272727273,0.802252435064935,0.07345779220779225
256,rf_importance,logistic,19,0.8960024350649349,0.8792613636363635,0.016741071428571397
256,rf_importance,logistic,20,0.8860592532467533,0.864448051948052,0.02161120129870131
256,rf_importance,logistic,21,0.9233969155844156,0.8893060064935064,0.03409090909090917
256,rf_importance,logistic,22,0.8974228896103896,0.854301948051948,0.043120941558441594
256,rf_importance,logistic,23,0.8993506493506492,0.8553165584415584,0.04403409090909083
256,rf_importance,logistic,24,0.9161931818181819,0.8531858766233766,0.06300730519480524
256,rf_importance,logistic,25,0.8945819805194805,0.8609983766233766,0.03358360389610382
256,rf_importance,logistic,26,0.8715503246753247,0.8036728896103896,0.06787743506493504
256,rf_importance,logistic,27,0.9085836038961039,0.8374594155844156,0.07112418831168832
256,rf_importance,logistic,28,0.8977272727272727,0.859476461038961,0.03825081168831168
